Landtagswahl 2023; Wahldatum: 2023-10-08; Stand: 09.10.2023 02:49:03
Gebietsschlüssel;Gebietsbezeichnung;Gebietstyp;Wahlbezirksnummer;Wahllokal;Wahlberechtigte;Wahlberechtigte ohne Sperrvermerk;Wahlberechtigte mit Sperrvermerk;Wahlberechtigte nach §12a(2) LWO;Wählerinnen und Wähler;Wählerinnen und Wähler mit Wahlschein;Wahlbeteiligung;Berechnungsmethode;ungültige Wahlkreisstimmen;gültige Wahlkreisstimmen;ungültige Wahlkreisstimmen (%);gültige Wahlkreisstimmen (%);CDU Wahlkreisstimmen;GRÜNE Wahlkreisstimmen;SPD Wahlkreisstimmen;AfD Wahlkreisstimmen;FDP Wahlkreisstimmen;DIE LINKE Wahlkreisstimmen;FREIE WÄHLER Wahlkreisstimmen;Tierschutzpartei Wahlkreisstimmen;Die PARTEI Wahlkreisstimmen;PIRATEN Wahlkreisstimmen;ÖDP Wahlkreisstimmen;Verjüngungsforschung Wahlkreisstimmen;V-Partei³ Wahlkreisstimmen;PdH Wahlkreisstimmen;ABG Wahlkreisstimmen;APPD Wahlkreisstimmen;dieBasis Wahlkreisstimmen;DKP Wahlkreisstimmen;DIE NEUE MITTE Wahlkreisstimmen;Volt Wahlkreisstimmen;KLIMALISTE WÄHLERL. Wahlkreisstimmen;Bündnis C Wahlkreisstimmen;WDMR Wahlkreisstimmen;BUNDESPA. KLIMALISTE Wahlkreisstimmen;MERA25 Wahlkreisstimmen;NEV Wahlkreisstimmen;PP Wahlkreisstimmen;SGV Wahlkreisstimmen;Solibew Wahlkreisstimmen;CDU Wahlkreisstimmen (%);GRÜNE Wahlkreisstimmen (%);SPD Wahlkreisstimmen (%);AfD Wahlkreisstimmen (%);FDP Wahlkreisstimmen (%);DIE LINKE Wahlkreisstimmen (%);FREIE WÄHLER Wahlkreisstimmen (%);Tierschutzpartei Wahlkreisstimmen (%);Die PARTEI Wahlkreisstimmen (%);PIRATEN Wahlkreisstimmen (%);ÖDP Wahlkreisstimmen (%);Verjüngungsforschung Wahlkreisstimmen (%);V-Partei³ Wahlkreisstimmen (%);PdH Wahlkreisstimmen (%);ABG Wahlkreisstimmen (%);APPD Wahlkreisstimmen (%);dieBasis Wahlkreisstimmen (%);DKP Wahlkreisstimmen (%);DIE NEUE MITTE Wahlkreisstimmen (%);Volt Wahlkreisstimmen (%);KLIMALISTE WÄHLERL. Wahlkreisstimmen (%);Bündnis C Wahlkreisstimmen (%);WDMR Wahlkreisstimmen (%);BUNDESPA. KLIMALISTE Wahlkreisstimmen (%);MERA25 Wahlkreisstimmen (%);NEV Wahlkreisstimmen (%);PP Wahlkreisstimmen (%);SGV Wahlkreisstimmen (%);Solibew Wahlkreisstimmen (%);ungültige Landesstimmen;gültige Landesstimmen;ungültige Landesstimmen (%);gültige Landesstimmen (%);CDU Landesstimmen;GRÜNE Landesstimmen;SPD Landesstimmen;AfD Landesstimmen;FDP Landesstimmen;DIE LINKE Landesstimmen;FREIE WÄHLER Landesstimmen;Tierschutzpartei Landesstimmen;Die PARTEI Landesstimmen;PIRATEN Landesstimmen;ÖDP Landesstimmen;Verjüngungsforschung Landesstimmen;V-Partei³ Landesstimmen;PdH Landesstimmen;ABG Landesstimmen;APPD Landesstimmen;dieBasis Landesstimmen;DKP Landesstimmen;DIE NEUE MITTE Landesstimmen;Volt Landesstimmen;KLIMALISTE WÄHLERL. Landesstimmen;Bündnis C Landesstimmen;WDMR Landesstimmen;BUNDESPA. KLIMALISTE Landesstimmen;MERA25 Landesstimmen;NEV Landesstimmen;PP Landesstimmen;SGV Landesstimmen;Solibew Landesstimmen;CDU Landesstimmen (%);GRÜNE Landesstimmen (%);SPD Landesstimmen (%);AfD Landesstimmen (%);FDP Landesstimmen (%);DIE LINKE Landesstimmen (%);FREIE WÄHLER Landesstimmen (%);Tierschutzpartei Landesstimmen (%);Die PARTEI Landesstimmen (%);PIRATEN Landesstimmen (%);ÖDP Landesstimmen (%);Verjüngungsforschung Landesstimmen (%);V-Partei³ Landesstimmen (%);PdH Landesstimmen (%);ABG Landesstimmen (%);APPD Landesstimmen (%);dieBasis Landesstimmen (%);DKP Landesstimmen (%);DIE NEUE MITTE Landesstimmen (%);Volt Landesstimmen (%);KLIMALISTE WÄHLERL. Landesstimmen (%);Bündnis C Landesstimmen (%);WDMR Landesstimmen (%);BUNDESPA. KLIMALISTE Landesstimmen (%);MERA25 Landesstimmen (%);NEV Landesstimmen (%);PP Landesstimmen (%);SGV Landesstimmen (%);Solibew Landesstimmen (%);Wahlkreis gewonnen: Name;Wahlkreis gewonnen: Vorname;Wahlkreis gewonnen: Titel;Wahlkreis gewonnen: Wahlvorschlag;Anzahl Wahlbezirke;Anzahl Wahlbezirke ausgezählt;Letzte Änderung;freigegeben;Nummer aufnehmender Wahlbezirk;Name aufnehmender Wahlbezirk;Aufnahme Wahlbezirk
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00630;"Herderschule";949;634;315;0;448;9;;;5;443;1,1;98,9;79;131;152;21;11;22;10;;;;;;;;;;;2;;15;;;;0;;;;;;17,8;29,6;34,3;4,7;2,5;5,0;2,3;;;;;;;;;;;0,5;;3,4;;;;0,0;;;;;;3;445;0,7;99,3;79;180;58;20;17;33;10;3;6;2;2;0;2;2;0;0;3;1;0;27;0;;;;;;;;;17,8;40,4;13,0;4,5;3,8;7,4;2,2;0,7;1,3;0,4;0,4;0,0;0,4;0,4;0,0;0,0;0,7;0,2;0,0;6,1;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:15:45;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00640;"Herderschule";1095;766;329;0;509;13;;;8;501;1,6;98,4;67;151;129;50;22;39;10;;;;;;;;;;;2;;28;;;;3;;;;;;13,4;30,1;25,7;10,0;4,4;7,8;2,0;;;;;;;;;;;0,4;;5,6;;;;0,6;;;;;;6;503;1,2;98,8;74;161;63;48;26;52;7;11;5;2;5;1;2;2;0;2;6;1;1;32;2;;;;;;;;;14,7;32,0;12,5;9,5;5,2;10,3;1,4;2,2;1,0;0,4;1,0;0,2;0,4;0,4;0,0;0,4;1,2;0,2;0,2;6,4;0,4;;;;;;;;;"";"";"";"";1;1;2023-10-08 22:13:53;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00650;"Lichtenbergschule";1137;780;357;0;338;8;;;6;332;1,8;98,2;53;99;85;38;10;34;6;;;;;;;;;;;1;;5;;;;1;;;;;;16,0;29,8;25,6;11,4;3,0;10,2;1,8;;;;;;;;;;;0,3;;1,5;;;;0,3;;;;;;7;331;2,1;97,9;53;106;41;39;15;38;7;3;0;6;0;1;3;0;0;0;1;0;0;16;2;;;;;;;;;16,0;32,0;12,4;11,8;4,5;11,5;2,1;0,9;0,0;1,8;0,0;0,3;0,9;0,0;0,0;0,0;0,3;0,0;0,0;4,8;0,6;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:30:22;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00660;"Herderschule";1057;729;328;0;496;10;;;6;490;1,2;98,8;70;140;125;42;24;43;13;;;;;;;;;;;1;;30;;;;2;;;;;;14,3;28,6;25,5;8,6;4,9;8,8;2,7;;;;;;;;;;;0,2;;6,1;;;;0,4;;;;;;8;488;1,6;98,4;80;166;59;41;28;50;9;4;5;6;1;0;3;1;0;0;4;1;0;29;1;;;;;;;;;16,4;34,0;12,1;8,4;5,7;10,2;1,8;0,8;1,0;1,2;0,2;0,0;0,6;0,2;0,0;0,0;0,8;0,2;0,0;5,9;0,2;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:12:02;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00680;"Mornewegschule";1279;844;435;0;609;4;;;5;604;0,8;99,2;120;170;187;42;23;32;11;;;;;;;;;;;1;;18;;;;0;;;;;;19,9;28,1;31,0;7,0;3,8;5,3;1,8;;;;;;;;;;;0,2;;3,0;;;;0,0;;;;;;4;605;0,7;99,3;110;201;122;43;30;48;6;3;3;3;3;0;2;3;1;0;2;0;0;24;1;;;;;;;;;18,2;33,2;20,2;7,1;5,0;7,9;1,0;0,5;0,5;0,5;0,5;0,0;0,3;0,5;0,2;0,0;0,3;0,0;0,0;4,0;0,2;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:31:53;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00730;"Heinrich-Heine-Schule";1364;982;382;0;550;9;;;8;542;1,5;98,5;85;160;138;44;19;55;13;;;;;;;;;;;0;;28;;;;0;;;;;;15,7;29,5;25,5;8,1;3,5;10,1;2,4;;;;;;;;;;;0,0;;5,2;;;;0,0;;;;;;9;541;1,6;98,4;86;176;92;47;21;47;5;7;6;1;5;1;2;4;0;1;5;1;1;32;1;;;;;;;;;15,9;32,5;17,0;8,7;3,9;8,7;0,9;1,3;1,1;0,2;0,9;0,2;0,4;0,7;0,0;0,2;0,9;0,2;0,2;5,9;0,2;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:07:33;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00750;"Heinrich-Heine-Schule";890;699;191;0;310;2;;;7;303;2,3;97,7;77;52;61;56;11;22;10;;;;;;;;;;;0;;14;;;;0;;;;;;25,4;17,2;20,1;18,5;3,6;7,3;3,3;;;;;;;;;;;0,0;;4,6;;;;0,0;;;;;;1;309;0,3;99,7;76;52;41;64;14;23;5;7;0;2;0;1;3;0;2;1;1;0;1;16;0;;;;;;;;;24,6;16,8;13,3;20,7;4,5;7,4;1,6;2,3;0,0;0,6;0,0;0,3;1,0;0,0;0,6;0,3;0,3;0,0;0,3;5,2;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:01:46;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00760;"Heinrich-Heine-Schule";1090;848;242;0;493;10;;;12;481;2,4;97,6;88;111;133;66;16;24;19;;;;;;;;;;;0;;20;;;;4;;;;;;18,3;23,1;27,7;13,7;3,3;5,0;4,0;;;;;;;;;;;0,0;;4,2;;;;0,8;;;;;;11;482;2,2;97,8;100;114;83;67;16;24;13;10;4;4;5;1;3;0;0;0;5;0;0;32;1;;;;;;;;;20,7;23,7;17,2;13,9;3,3;5,0;2,7;2,1;0,8;0,8;1,0;0,2;0,6;0,0;0,0;0,0;1,0;0,0;0,0;6,6;0,2;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:13:13;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00780;"Wilhelm-Leuschner-Schule";1502;1100;402;0;557;17;;;8;549;1,4;98,6;111;118;122;90;14;46;16;;;;;;;;;;;1;;28;;;;3;;;;;;20,2;21,5;22,2;16,4;2,6;8,4;2,9;;;;;;;;;;;0,2;;5,1;;;;0,5;;;;;;9;548;1,6;98,4;101;130;80;94;22;51;8;3;10;1;3;0;5;3;1;1;1;1;0;30;3;;;;;;;;;18,4;23,7;14,6;17,2;4,0;9,3;1,5;0,5;1,8;0,2;0,5;0,0;0,9;0,5;0,2;0,2;0,2;0,2;0,0;5,5;0,5;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:41:21;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00790;"Wilhelm-Leuschner-Schule";1237;873;364;0;450;4;;;5;445;1,1;98,9;93;126;100;49;18;23;22;;;;;;;;;;;0;;13;;;;1;;;;;;20,9;28,3;22,5;11,0;4,0;5,2;4,9;;;;;;;;;;;0,0;;2,9;;;;0,2;;;;;;4;446;0,9;99,1;92;122;65;51;19;26;14;7;8;5;1;0;3;6;0;0;4;0;0;20;3;;;;;;;;;20,6;27,4;14,6;11,4;4,3;5,8;3,1;1,6;1,8;1,1;0,2;0,0;0,7;1,3;0,0;0,0;0,9;0,0;0,0;4,5;0,7;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:52:26;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00800;"Verwaltungsseminar";1388;1016;372;0;413;9;;;5;408;1,2;98,8;67;132;87;40;22;27;12;;;;;;;;;;;0;;21;;;;0;;;;;;16,4;32,4;21,3;9,8;5,4;6,6;2,9;;;;;;;;;;;0,0;;5,1;;;;0,0;;;;;;3;410;0,7;99,3;52;133;59;49;25;28;10;3;0;6;3;0;2;6;0;0;0;0;0;31;3;;;;;;;;;12,7;32,4;14,4;12,0;6,1;6,8;2,4;0,7;0,0;1,5;0,7;0,0;0,5;1,5;0,0;0,0;0,0;0,0;0,0;7,6;0,7;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:45:34;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00810;"Verwaltungsseminar";906;665;241;0;313;4;;;3;310;1,0;99,0;63;105;46;27;18;19;8;;;;;;;;;;;0;;22;;;;2;;;;;;20,3;33,9;14,8;8,7;5,8;6,1;2,6;;;;;;;;;;;0,0;;7,1;;;;0,6;;;;;;3;310;1,0;99,0;53;109;26;34;26;18;4;2;2;5;0;0;4;2;1;0;2;0;0;20;2;;;;;;;;;17,1;35,2;8,4;11,0;8,4;5,8;1,3;0,6;0,6;1,6;0,0;0,0;1,3;0,6;0,3;0,0;0,6;0,0;0,0;6,5;0,6;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:13:54;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00820;"Friedrich-Ebert-Schule";1106;737;369;0;483;7;;;12;471;2,5;97,5;128;76;153;69;18;5;11;;;;;;;;;;;0;;8;;;;3;;;;;;27,2;16,1;32,5;14,6;3,8;1,1;2,3;;;;;;;;;;;0,0;;1,7;;;;0,6;;;;;;11;472;2,3;97,7;134;107;82;80;18;12;6;7;3;0;0;0;0;1;0;2;0;1;0;17;2;;;;;;;;;28,4;22,7;17,4;16,9;3,8;2,5;1,3;1,5;0,6;0,0;0,0;0,0;0,0;0,2;0,0;0,4;0,0;0,2;0,0;3,6;0,4;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:08:07;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00831;"Friedrich-Ebert-Schule";750;532;218;0;338;3;;;4;334;1,2;98,8;90;39;96;72;12;16;6;;;;;;;;;;;0;;3;;;;0;;;;;;26,9;11,7;28,7;21,6;3,6;4,8;1,8;;;;;;;;;;;0,0;;0,9;;;;0,0;;;;;;3;335;0,9;99,1;95;41;70;73;11;18;5;5;3;1;2;1;1;0;1;0;0;0;0;6;2;;;;;;;;;28,4;12,2;20,9;21,8;3,3;5,4;1,5;1,5;0,9;0,3;0,6;0,3;0,3;0,0;0,3;0,0;0,0;0,0;0,0;1,8;0,6;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:33:57;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00832;"Friedrich-Ebert-Schule";799;652;147;0;327;1;;;9;318;2,8;97,2;83;39;77;58;22;19;8;;;;;;;;;;;0;;9;;;;3;;;;;;26,1;12,3;24,2;18,2;6,9;6,0;2,5;;;;;;;;;;;0,0;;2,8;;;;0,9;;;;;;8;319;2,4;97,6;80;54;48;63;26;15;6;3;3;1;1;0;0;0;0;1;3;0;1;10;4;;;;;;;;;25,1;16,9;15,0;19,7;8,2;4,7;1,9;0,9;0,9;0,3;0,3;0,0;0,0;0,0;0,0;0,3;0,9;0,0;0,3;3,1;1,3;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:28:44;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00840;"Friedrich-Ebert-Schule";1391;932;459;0;619;5;;;17;602;2,7;97,3;158;96;169;90;29;24;17;;;;;;;;;;;2;;15;;;;2;;;;;;26,2;15,9;28,1;15,0;4,8;4,0;2,8;;;;;;;;;;;0,3;;2,5;;;;0,3;;;;;;17;602;2,7;97,3;173;121;95;102;35;25;11;6;7;3;0;0;3;0;0;0;2;1;0;14;4;;;;;;;;;28,7;20,1;15,8;16,9;5,8;4,2;1,8;1,0;1,2;0,5;0,0;0,0;0,5;0,0;0,0;0,0;0,3;0,2;0,0;2,3;0,7;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:24:36;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00850;"Friedrich-Ebert-Schule";1158;814;344;0;447;8;;;11;436;2,5;97,5;125;54;121;74;18;15;15;;;;;;;;;;;0;;13;;;;1;;;;;;28,7;12,4;27,8;17,0;4,1;3,4;3,4;;;;;;;;;;;0,0;;3,0;;;;0,2;;;;;;13;434;2,9;97,1;134;65;73;82;18;16;10;5;5;2;2;0;1;1;1;0;1;0;0;18;0;;;;;;;;;30,9;15,0;16,8;18,9;4,1;3,7;2,3;1,2;1,2;0,5;0,5;0,0;0,2;0,2;0,2;0,0;0,2;0,0;0,0;4,1;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:46:24;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00900;"Frankensteinschule";1203;819;384;0;609;5;;;7;602;1,1;98,9;189;159;143;40;34;13;9;;;;;;;;;;;0;;15;;;;0;;;;;;31,4;26,4;23,8;6,6;5,6;2,2;1,5;;;;;;;;;;;0,0;;2,5;;;;0,0;;;;;;6;603;1,0;99,0;173;169;86;47;48;16;9;6;4;3;3;0;0;2;0;0;7;0;0;28;2;;;;;;;;;28,7;28,0;14,3;7,8;8,0;2,7;1,5;1,0;0,7;0,5;0,5;0,0;0,0;0,3;0,0;0,0;1,2;0,0;0,0;4,6;0,3;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:15:50;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00910;"Andersenschule";673;510;163;0;324;0;;;2;322;0,6;99,4;106;52;81;40;11;13;7;;;;;;;;;;;3;;9;;;;0;;;;;;32,9;16,1;25,2;12,4;3,4;4,0;2,2;;;;;;;;;;;0,9;;2,8;;;;0,0;;;;;;4;320;1,2;98,8;90;61;57;49;18;15;3;0;6;3;0;1;2;0;0;2;1;1;0;9;2;;;;;;;;;28,1;19,1;17,8;15,3;5,6;4,7;0,9;0,0;1,9;0,9;0,0;0,3;0,6;0,0;0,0;0,6;0,3;0,3;0,0;2,8;0,6;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:27:42;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00920;"Andersenschule";996;769;227;0;423;2;;;8;415;1,9;98,1;115;55;120;91;11;8;9;;;;;;;;;;;0;;5;;;;1;;;;;;27,7;13,3;28,9;21,9;2,7;1,9;2,2;;;;;;;;;;;0,0;;1,2;;;;0,2;;;;;;3;420;0,7;99,3;113;70;71;101;18;14;6;10;0;1;1;0;2;0;1;2;0;0;0;8;2;;;;;;;;;26,9;16,7;16,9;24,0;4,3;3,3;1,4;2,4;0,0;0,2;0,2;0,0;0,5;0,0;0,2;0,5;0,0;0,0;0,0;1,9;0,5;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:50:16;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00930;"Andersenschule";751;577;174;0;340;7;;;4;336;1,2;98,8;114;49;81;49;13;12;10;;;;;;;;;;;1;;7;;;;0;;;;;;33,9;14,6;24,1;14,6;3,9;3,6;3,0;;;;;;;;;;;0,3;;2,1;;;;0,0;;;;;;3;337;0,9;99,1;102;65;55;53;15;14;8;5;2;0;2;0;2;3;0;0;3;1;0;7;0;;;;;;;;;30,3;19,3;16,3;15,7;4,5;4,2;2,4;1,5;0,6;0,0;0,6;0,0;0,6;0,9;0,0;0,0;0,9;0,3;0,0;2,1;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:24:20;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00940;"Gutenbergschule";955;685;270;0;440;1;;;7;433;1,6;98,4;109;82;109;60;16;25;14;;;;;;;;;;;1;;16;;;;1;;;;;;25,2;18,9;25,2;13,9;3,7;5,8;3,2;;;;;;;;;;;0,2;;3,7;;;;0,2;;;;;;3;437;0,7;99,3;106;103;67;66;22;18;8;7;3;2;3;1;2;0;1;0;4;1;0;21;2;;;;;;;;;24,3;23,6;15,3;15,1;5,0;4,1;1,8;1,6;0,7;0,5;0,7;0,2;0,5;0,0;0,2;0,0;0,9;0,2;0,0;4,8;0,5;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:12:11;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00950;"Gutenbergschule";963;652;311;0;469;8;;;4;465;0,9;99,1;104;108;130;43;19;15;21;;;;;;;;;;;1;;22;;;;2;;;;;;22,4;23,2;28,0;9,2;4,1;3,2;4,5;;;;;;;;;;;0,2;;4,7;;;;0,4;;;;;;3;466;0,6;99,4;97;131;77;50;26;22;10;7;6;1;2;0;0;3;0;0;5;1;1;27;0;;;;;;;;;20,8;28,1;16,5;10,7;5,6;4,7;2,1;1,5;1,3;0,2;0,4;0,0;0,0;0,6;0,0;0,0;1,1;0,2;0,2;5,8;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:17:20;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00960;"Geibelsche Schmiede";1269;907;362;0;593;11;;;5;588;0,8;99,2;172;139;134;55;27;27;17;;;;;;;;;;;1;;15;;;;1;;;;;;29,3;23,6;22,8;9,4;4,6;4,6;2,9;;;;;;;;;;;0,2;;2,6;;;;0,2;;;;;;3;590;0,5;99,5;163;175;66;60;31;29;15;7;9;2;2;0;5;0;1;0;2;1;0;20;2;;;;;;;;;27,6;29,7;11,2;10,2;5,3;4,9;2,5;1,2;1,5;0,3;0,3;0,0;0,8;0,0;0,2;0,0;0,3;0,2;0,0;3,4;0,3;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:52:37;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00970;"Geibelsche Schmiede";933;644;289;0;429;7;;;4;425;0,9;99,1;118;107;90;50;19;18;7;;;;;;;;;;;1;;14;;;;1;;;;;;27,8;25,2;21,2;11,8;4,5;4,2;1,6;;;;;;;;;;;0,2;;3,3;;;;0,2;;;;;;4;425;0,9;99,1;111;132;45;58;19;18;8;5;1;2;1;0;0;2;0;0;3;1;1;18;0;;;;;;;;;26,1;31,1;10,6;13,6;4,5;4,2;1,9;1,2;0,2;0,5;0,2;0,0;0,0;0,5;0,0;0,0;0,7;0,2;0,2;4,2;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:21:02;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00980;"Ludwig-Schwamb-Schule";847;599;248;0;402;4;;;6;396;1,5;98,5;77;112;113;39;10;22;9;;;;;;;;;;;0;;14;;;;0;;;;;;19,4;28,3;28,5;9,8;2,5;5,6;2,3;;;;;;;;;;;0,0;;3,5;;;;0,0;;;;;;2;400;0,5;99,5;73;127;72;40;14;25;3;9;6;1;5;0;2;2;0;1;2;0;0;17;1;;;;;;;;;18,3;31,8;18,0;10,0;3,5;6,3;0,8;2,3;1,5;0,3;1,3;0,0;0,5;0,5;0,0;0,3;0,5;0,0;0,0;4,3;0,3;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:04:59;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";00990;"Ludwig-Schwamb-Schule";872;742;130;0;261;1;;;7;254;2,7;97,3;69;33;64;58;6;9;10;;;;;;;;;;;1;;2;;;;2;;;;;;27,2;13,0;25,2;22,8;2,4;3,5;3,9;;;;;;;;;;;0,4;;0,8;;;;0,8;;;;;;6;255;2,3;97,7;63;45;38;63;12;16;6;1;2;0;0;0;0;0;1;1;0;1;0;4;2;;;;;;;;;24,7;17,6;14,9;24,7;4,7;6,3;2,4;0,4;0,8;0,0;0,0;0,0;0,0;0,0;0,4;0,4;0,0;0,4;0,0;1,6;0,8;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:19:37;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";01000;"Ludwig-Schwamb-Schule";899;671;228;0;411;1;;;8;403;1,9;98,1;100;80;97;72;14;15;8;;;;;;;;;;;0;;16;;;;1;;;;;;24,8;19,9;24,1;17,9;3,5;3,7;2,0;;;;;;;;;;;0,0;;4,0;;;;0,2;;;;;;7;404;1,7;98,3;93;105;58;74;14;18;3;4;2;1;0;0;1;2;2;0;3;1;0;23;0;;;;;;;;;23,0;26,0;14,4;18,3;3,5;4,5;0,7;1,0;0,5;0,2;0,0;0,0;0,2;0,5;0,5;0,0;0,7;0,2;0,0;5,7;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:56:24;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";01010;"Ludwig-Schwamb-Schule";1034;645;389;0;475;4;;;2;473;0,4;99,6;180;111;98;36;22;7;5;;;;;;;;;;;1;;13;;;;0;;;;;;38,1;23,5;20,7;7,6;4,7;1,5;1,1;;;;;;;;;;;0,2;;2,7;;;;0,0;;;;;;1;474;0,2;99,8;168;130;66;42;29;11;5;0;2;0;2;0;1;0;0;0;2;0;0;16;0;;;;;;;;;35,4;27,4;13,9;8,9;6,1;2,3;1,1;0,0;0,4;0,0;0,4;0,0;0,2;0,0;0,0;0,0;0,4;0,0;0,0;3,4;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:08:56;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";01020;"Haus der Vielfalt";757;652;105;0;236;1;;;4;232;1,7;98,3;51;29;44;83;7;10;6;;;;;;;;;;;0;;2;;;;0;;;;;;22,0;12,5;19,0;35,8;3,0;4,3;2,6;;;;;;;;;;;0,0;;0,9;;;;0,0;;;;;;4;232;1,7;98,3;46;27;30;88;10;9;8;4;2;1;0;0;1;0;1;1;0;0;0;4;0;;;;;;;;;19,8;11,6;12,9;37,9;4,3;3,9;3,4;1,7;0,9;0,4;0,0;0,0;0,4;0,0;0,4;0,4;0,0;0,0;0,0;1,7;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:38:44;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";01030;"Haus der Vielfalt";988;837;151;0;319;2;;;5;314;1,6;98,4;63;29;59;125;12;18;4;;;;;;;;;;;0;;3;;;;1;;;;;;20,1;9,2;18,8;39,8;3,8;5,7;1,3;;;;;;;;;;;0,0;;1,0;;;;0,3;;;;;;5;314;1,6;98,4;60;36;44;128;12;15;3;4;6;2;1;0;0;0;0;0;1;0;0;2;0;;;;;;;;;19,1;11,5;14,0;40,8;3,8;4,8;1,0;1,3;1,9;0,6;0,3;0,0;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,6;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:41:27;1;;"";0
05041100000;"Darmstadt, Wissenschaftsstadt";"SB";01040;"Frankensteinschule";1008;662;346;0;479;9;;;7;472;1,5;98,5;164;111;78;37;39;21;11;;;;;;;;;;;1;;10;;;;0;;;;;;34,7;23,5;16,5;7,8;8,3;4,4;2,3;;;;;;;;;;;0,2;;2,1;;;;0,0;;;;;;2;477;0,4;99,6;142;127;49;51;53;15;2;8;2;0;2;0;3;0;0;0;6;2;1;13;1;;;;;;;;;29,8;26,6;10,3;10,7;11,1;3,1;0,4;1,7;0,4;0,0;0,4;0,0;0,6;0,0;0,0;0,0;1,3;0,4;0,2;2,7;0,2;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:11:31;1;;"";0
